race,stench,sound,heat,intelligence,height,weight,strength,alignment,flight,bribe
human,11,12,11,20,223,98,311,neutral,0,145.0
lizard,19,18,0,15,216,134,819,evil,0,
wingedrat,20,13,17,14,149,232,1035,evil,1,
human,8,10,14,23,194,110,322,neutral,0,156.0
wingedrat,11,12,18,17,178,176,963,evil,1,
lizard,15,17,3,10,219,122,815,evil,0,
orc,20,16,8,9,308,357,2353,evil,0,
halfling,11,7,7,16,145,92,164,good,0,
wingedrat,18,16,16,15,159,208,1006,evil,1,
halfling,13,9,7,16,133,94,160,good,0,
halfling,9,9,12,13,127,115,178,good,0,
lizard,15,11,5,12,204,120,778,evil,0,
lizard,12,14,1,16,234,129,861,evil,0,
wingedrat,11,14,18,18,172,185,879,evil,1,
human,11,16,11,23,204,100,305,neutral,0,151.0
wingedrat,17,20,17,12,161,186,949,evil,1,
lizard,11,15,10,11,240,123,915,evil,0,
halfling,10,9,14,17,136,107,175,good,0,
halfling,13,4,9,15,119,110,169,good,0,
wingedrat,18,12,15,13,171,187,955,evil,1,
lizard,19,16,3,8,226,147,903,evil,0,
orc,26,25,10,8,362,342,2310,evil,0,
halfling,9,8,10,17,115,88,145,good,0,
orc,21,17,10,4,333,311,2083,evil,0,
human,8,14,7,19,227,102,322,neutral,0,146.0
human,16,13,12,13,239,115,357,neutral,0,124.0
wingedrat,10,14,18,8,139,206,1012,evil,1,
orc,13,19,12,10,319,361,2426,evil,0,
lizard,12,14,1,12,225,151,918,evil,0,
lizard,15,16,8,9,234,128,866,evil,0,
lizard,12,17,2,10,222,126,851,evil,0,
lizard,18,12,8,12,224,138,851,evil,0,
halfling,6,8,9,16,118,85,144,good,0,
orc,22,23,13,8,330,336,2278,evil,0,
halfling,16,12,13,18,135,70,137,good,0,
human,11,18,8,16,207,92,307,neutral,0,137.0
orc,22,14,9,4,340,336,2273,evil,0,
halfling,10,13,6,15,114,96,153,good,0,
wingedrat,15,17,18,11,171,209,1040,evil,1,
orc,21,16,10,8,353,330,2264,evil,0,
lizard,16,17,8,14,212,120,818,evil,0,
orc,21,22,13,12,368,320,2178,evil,0,
orc,17,15,6,13,345,322,2086,evil,0,
human,15,14,12,20,201,90,291,neutral,0,143.0
wingedrat,11,14,18,8,144,206,920,evil,1,
halfling,15,10,8,17,137,146,214,good,0,
human,14,15,13,25,245,96,323,neutral,0,154.0
halfling,10,15,13,7,118,113,172,good,0,
lizard,18,18,1,14,227,118,812,evil,0,
wingedrat,15,12,7,9,158,225,1097,evil,1,
halfling,11,6,11,13,152,100,176,good,0,
halfling,11,11,10,13,148,100,174,good,0,
lizard,17,15,-8,12,214,121,778,evil,0,
halfling,12,16,12,15,139,122,191,good,0,
halfling,5,11,11,16,115,83,140,good,0,
orc,19,20,10,9,303,344,2250,evil,0,
human,9,12,12,13,228,119,365,neutral,0,130.0
lizard,20,11,6,11,240,114,796,evil,0,
lizard,14,14,3,9,202,119,738,evil,0,
halfling,17,11,9,19,141,84,154,good,0,
orc,14,20,10,14,354,338,2265,evil,0,
wingedrat,14,16,19,11,161,184,943,evil,1,
orc,20,19,12,5,337,322,2176,evil,0,
wingedrat,13,15,19,9,154,175,897,evil,1,
wingedrat,14,10,18,8,154,175,882,evil,1,
lizard,20,20,-1,12,212,134,864,evil,0,
lizard,22,15,4,11,205,115,751,evil,0,
wingedrat,20,7,11,12,139,193,964,evil,1,
wingedrat,14,14,18,16,146,206,992,evil,1,
human,10,12,11,14,222,94,321,neutral,0,135.0
wingedrat,16,17,15,12,145,202,913,evil,1,
halfling,13,8,17,12,110,111,166,good,0,
orc,25,18,6,6,319,355,2401,evil,0,
human,14,11,11,18,221,103,326,neutral,0,137.0
halfling,11,10,14,12,112,95,151,good,0,
wingedrat,13,18,18,12,175,182,967,evil,1,
human,12,12,16,21,243,112,347,neutral,0,146.0
halfling,17,12,9,15,122,111,172,good,0,
human,8,15,10,23,221,103,312,neutral,0,160.0
halfling,18,14,12,15,129,103,167,good,0,
lizard,16,16,0,12,208,114,770,evil,0,
orc,19,19,13,14,357,331,2250,evil,0,
halfling,13,14,14,14,132,98,164,good,0,
lizard,15,17,-2,10,214,116,801,evil,0,
lizard,21,13,-3,13,230,138,875,evil,0,
orc,19,21,13,9,345,322,2210,evil,0,
halfling,13,5,13,15,129,104,168,good,0,
human,14,11,12,19,231,109,342,neutral,0,144.0
human,18,11,13,19,247,102,344,neutral,0,135.0
lizard,17,18,0,11,227,110,794,evil,0,
wingedrat,18,14,16,14,161,198,975,evil,1,
wingedrat,13,19,12,12,148,231,1107,evil,1,
wingedrat,12,14,10,15,164,205,1001,evil,1,
human,10,16,8,20,213,113,326,neutral,0,148.0
wingedrat,12,11,13,13,151,203,968,evil,1,
orc,21,21,12,7,324,332,2216,evil,0,
wingedrat,10,14,15,15,179,193,988,evil,1,
human,9,12,12,21,233,108,335,neutral,0,150.0
human,14,18,8,20,210,89,286,neutral,0,142.0
human,12,14,14,22,215,109,326,neutral,0,149.0
wingedrat,15,13,19,11,134,204,951,evil,1,
orc,25,20,9,14,344,372,2456,evil,0,
lizard,17,17,8,14,204,136,855,evil,0,
human,14,11,11,24,228,93,298,neutral,0,152.0
halfling,13,10,14,7,128,88,152,good,0,
lizard,16,14,2,16,201,93,730,evil,0,
orc,22,24,10,9,331,333,2261,evil,0,
orc,22,19,11,2,322,320,2224,evil,0,
wingedrat,15,14,19,11,159,210,1066,evil,1,
wingedrat,16,9,15,14,162,214,1024,evil,1,
lizard,14,13,7,11,219,131,781,evil,0,
orc,16,13,12,7,313,362,2380,evil,0,
lizard,17,15,2,4,206,119,776,evil,0,
halfling,13,8,16,12,116,98,156,good,0,
wingedrat,17,20,17,13,164,213,1046,evil,1,
halfling,15,9,14,14,130,91,156,good,0,
orc,22,19,10,11,331,343,2269,evil,0,
human,8,14,13,19,219,116,324,neutral,0,148.0
human,15,11,10,24,223,105,321,neutral,0,149.0
lizard,12,18,6,7,228,139,910,evil,0,
wingedrat,17,13,12,8,148,222,987,evil,1,
lizard,16,16,-5,14,216,109,748,evil,0,
halfling,12,11,10,15,129,127,191,good,0,
lizard,22,16,12,13,215,119,760,evil,0,
orc,25,21,10,8,348,322,2273,evil,0,
lizard,15,16,1,15,219,118,763,evil,0,
lizard,15,13,3,14,213,94,715,evil,0,
wingedrat,15,14,15,14,147,202,938,evil,1,
halfling,12,9,11,13,123,104,165,good,0,
human,14,15,7,23,214,102,308,neutral,0,149.0
human,11,15,15,17,231,102,330,neutral,0,136.0
human,14,13,10,20,208,100,314,neutral,0,141.0
halfling,13,12,10,16,122,87,148,good,0,
wingedrat,13,14,14,15,146,213,1007,evil,1,
lizard,14,17,-1,16,230,126,875,evil,0,
human,11,14,10,25,236,101,336,neutral,0,157.0
orc,19,25,10,6,353,325,2218,evil,0,
lizard,14,16,-1,12,229,136,873,evil,0,
lizard,15,17,-6,15,230,133,877,evil,0,
halfling,12,13,15,10,119,112,171,good,0,
human,15,12,15,15,225,96,314,neutral,0,130.0
orc,18,17,10,13,333,313,2172,evil,0,
lizard,14,14,2,10,225,139,935,evil,0,
halfling,12,13,12,12,118,96,155,good,0,
wingedrat,20,14,21,10,144,195,938,evil,1,
human,8,14,16,29,225,102,316,neutral,0,166.0
halfling,11,12,17,14,160,73,153,good,0,
orc,18,29,12,6,336,314,2181,evil,0,
human,9,11,15,18,193,87,271,neutral,0,143.0
orc,18,14,14,8,352,315,2269,evil,0,
lizard,12,21,5,15,206,127,808,evil,0,
lizard,14,12,10,5,207,133,814,evil,0,
wingedrat,16,15,15,12,171,198,1001,evil,1,
human,10,12,10,20,218,108,328,neutral,0,144.0
human,16,10,7,20,229,101,329,neutral,0,139.0
wingedrat,19,18,9,11,146,181,864,evil,1,
wingedrat,13,13,13,13,136,225,993,evil,1,
human,9,14,14,22,209,110,317,neutral,0,154.0
orc,14,25,8,10,342,324,2247,evil,0,
lizard,12,16,2,10,207,130,832,evil,0,
halfling,10,8,8,16,134,115,182,good,0,
wingedrat,14,17,19,14,184,249,1183,evil,1,
wingedrat,18,18,16,12,177,209,1101,evil,1,
orc,19,16,7,14,313,319,2168,evil,0,
lizard,14,14,-3,13,223,154,903,evil,0,
human,16,16,13,19,208,107,308,neutral,0,139.0
wingedrat,16,15,15,12,169,174,953,evil,1,
lizard,15,14,3,17,232,109,796,evil,0,
halfling,12,6,13,13,131,106,171,good,0,
orc,20,28,9,9,316,318,2153,evil,0,
wingedrat,18,16,14,17,153,226,1020,evil,1,
wingedrat,18,17,17,18,138,193,878,evil,1,
human,11,11,15,22,226,124,349,neutral,0,149.0
wingedrat,15,12,15,12,161,193,958,evil,1,
halfling,17,8,10,13,131,96,161,good,0,
orc,21,19,12,3,291,321,2081,evil,0,
wingedrat,18,13,11,12,164,192,956,evil,1,
lizard,15,21,-5,14,221,138,877,evil,0,
human,14,13,13,14,214,102,323,neutral,0,133.0
lizard,17,13,2,16,215,140,846,evil,0,
lizard,19,13,3,7,196,136,771,evil,0,
wingedrat,18,19,10,10,167,185,933,evil,1,
lizard,20,22,1,9,217,130,851,evil,0,
orc,18,25,8,11,295,306,1997,evil,0,
human,12,14,15,20,238,110,351,neutral,0,148.0
halfling,12,11,10,17,130,116,181,good,0,
halfling,15,11,15,12,130,115,180,good,0,
orc,22,12,7,5,323,351,2298,evil,0,
halfling,11,10,11,14,135,111,178,good,0,
wingedrat,21,18,16,12,159,193,973,evil,1,
human,12,18,9,17,223,93,308,neutral,0,141.0
human,13,12,15,21,203,106,308,neutral,0,147.0
wingedrat,16,15,18,14,150,226,1031,evil,1,
orc,16,16,8,13,332,316,2166,evil,0,
halfling,16,13,13,15,136,119,187,good,0,
human,15,12,12,21,228,108,325,neutral,0,142.0
lizard,20,13,4,13,228,121,898,evil,0,
wingedrat,13,19,13,16,163,210,1017,evil,1,
orc,18,11,12,16,353,355,2377,evil,0,
human,10,11,16,24,229,112,329,neutral,0,154.0
lizard,21,12,1,12,206,139,831,evil,0,
lizard,12,15,3,13,236,116,803,evil,0,
halfling,17,8,17,16,113,97,153,good,0,
halfling,14,10,17,16,117,95,153,good,0,
halfling,15,12,12,9,124,105,167,good,0,
halfling,14,6,10,17,123,143,204,good,0,
orc,20,18,7,8,338,330,2319,evil,0,
human,18,16,8,22,215,107,328,neutral,0,145.0
halfling,11,12,12,13,122,85,146,good,0,
orc,19,23,12,12,332,309,2096,evil,0,
halfling,9,13,15,18,110,102,157,good,0,
wingedrat,14,14,14,12,158,196,1000,evil,1,
human,16,6,11,23,210,99,307,neutral,0,148.0
orc,17,20,3,8,337,321,2174,evil,0,
human,17,13,12,19,225,97,319,neutral,0,134.0
lizard,17,13,6,11,221,151,900,evil,0,
orc,20,23,8,9,329,325,2141,evil,0,
wingedrat,17,14,13,15,155,240,1089,evil,1,
human,15,18,8,23,221,99,327,neutral,0,152.0
halfling,11,10,10,17,116,107,165,good,0,
lizard,23,15,-2,10,205,145,845,evil,0,
orc,20,20,11,4,314,294,2042,evil,0,
orc,19,22,7,5,331,317,2208,evil,0,
lizard,14,15,6,17,215,127,797,evil,0,
wingedrat,13,11,14,14,153,188,925,evil,1,
orc,20,18,4,4,365,342,2347,evil,0,
human,15,9,12,21,219,113,317,neutral,0,142.0
human,10,16,8,16,219,96,299,neutral,0,140.0
human,17,12,16,21,226,101,327,neutral,0,142.0
orc,17,21,8,10,291,316,2074,evil,0,
lizard,23,14,8,12,207,120,815,evil,0,
wingedrat,12,18,15,8,153,211,1011,evil,1,
lizard,19,18,2,10,211,140,895,evil,0,
wingedrat,11,19,10,14,174,208,1016,evil,1,
orc,21,26,12,10,310,304,2107,evil,0,
halfling,9,8,18,17,130,137,202,good,0,
wingedrat,16,20,13,12,172,200,949,evil,1,
orc,21,15,8,12,344,297,2171,evil,0,
orc,15,14,14,7,365,337,2252,evil,0,
halfling,11,6,17,13,144,101,173,good,0,
halfling,7,7,13,18,124,88,150,good,0,
human,9,10,12,24,237,96,322,neutral,0,157.0
lizard,21,18,7,13,224,120,826,evil,0,
wingedrat,15,21,10,9,163,216,1049,evil,1,
wingedrat,19,14,16,9,174,177,917,evil,1,
human,8,15,11,26,211,108,323,neutral,0,166.0
human,11,13,11,18,211,103,313,neutral,0,141.0
halfling,12,15,14,16,127,112,175,good,0,
halfling,13,10,17,15,117,101,159,good,0,
human,14,17,16,16,233,111,345,neutral,0,132.0
lizard,14,10,1,6,211,101,724,evil,0,
wingedrat,11,18,19,12,151,214,963,evil,1,
lizard,19,16,4,13,220,125,798,evil,0,
lizard,18,16,10,9,219,119,804,evil,0,
orc,22,25,10,8,328,322,2197,evil,0,
lizard,9,17,-2,8,219,141,879,evil,0,
human,12,11,13,19,235,117,351,neutral,0,140.0
halfling,12,14,8,9,125,90,152,good,0,
wingedrat,10,13,16,13,157,183,908,evil,1,
human,17,10,10,21,210,102,312,neutral,0,142.0
human,13,14,10,21,234,97,324,neutral,0,148.0
human,11,12,11,20,226,95,305,neutral,0,145.0
lizard,16,18,1,17,218,141,932,evil,0,
lizard,18,15,-1,12,233,125,845,evil,0,
wingedrat,17,13,19,14,147,177,872,evil,1,
orc,19,20,10,6,336,346,2367,evil,0,
wingedrat,14,6,18,14,157,228,1067,evil,1,
halfling,11,6,15,9,117,100,158,good,0,
lizard,19,17,2,12,211,117,781,evil,0,
lizard,20,10,7,16,212,133,843,evil,0,
halfling,13,7,15,17,138,94,163,good,0,
halfling,14,13,14,15,145,107,179,good,0,
wingedrat,18,9,14,14,155,215,1005,evil,1,
human,14,10,17,28,230,96,324,neutral,0,161.0
wingedrat,19,16,16,10,164,222,1074,evil,1,
wingedrat,13,20,15,16,165,148,773,evil,1,
orc,23,14,16,10,333,357,2314,evil,0,
human,15,10,11,23,202,109,321,neutral,0,150.0
halfling,10,17,10,16,131,102,167,good,0,
halfling,12,8,12,16,124,136,198,good,0,
orc,26,21,13,5,362,318,2148,evil,0,
halfling,15,10,7,12,123,94,155,good,0,
orc,28,22,12,3,330,327,2184,evil,0,
lizard,15,16,-2,15,213,141,846,evil,0,
wingedrat,14,15,19,15,155,191,920,evil,1,
lizard,19,17,-2,9,227,138,903,evil,0,
halfling,15,3,16,18,120,97,157,good,0,
wingedrat,21,16,12,12,156,196,959,evil,1,
lizard,19,18,9,16,226,119,782,evil,0,
orc,16,23,12,5,363,337,2407,evil,0,
orc,18,16,14,10,370,316,2257,evil,0,
halfling,14,7,10,17,128,64,128,good,0,
halfling,13,9,7,18,113,138,194,good,0,
orc,21,19,10,12,321,307,2147,evil,0,
wingedrat,13,15,12,12,177,197,983,evil,1,
wingedrat,16,21,20,17,156,203,1023,evil,1,
wingedrat,11,10,19,16,172,157,895,evil,1,
human,12,16,14,28,225,101,329,neutral,0,165.0
halfling,9,13,13,17,121,89,149,good,0,
wingedrat,19,16,12,8,159,215,1014,evil,1,
wingedrat,14,14,19,12,159,230,1053,evil,1,
human,16,6,16,23,208,105,311,neutral,0,148.0
human,15,13,9,20,232,107,340,neutral,0,139.0
human,16,15,13,17,219,104,318,neutral,0,135.0
halfling,12,9,8,19,115,107,164,good,0,
human,12,9,15,20,227,113,347,neutral,0,147.0
orc,22,15,13,5,373,282,2149,evil,0,
lizard,21,17,0,15,228,115,828,evil,0,
lizard,14,10,7,12,203,129,774,evil,0,
halfling,10,10,11,13,116,148,206,good,0,
human,14,17,10,17,229,105,337,neutral,0,139.0
wingedrat,20,10,13,10,146,199,958,evil,1,
lizard,21,18,0,14,207,109,770,evil,0,
lizard,17,14,6,14,209,137,817,evil,0,
human,13,9,15,19,208,99,303,neutral,0,142.0
orc,18,17,8,13,361,360,2493,evil,0,
wingedrat,18,15,13,8,152,186,875,evil,1,
human,13,14,10,17,212,102,297,neutral,0,141.0
wingedrat,19,13,14,16,151,207,959,evil,1,
orc,16,14,9,7,357,341,2321,evil,0,
orc,23,19,10,10,318,343,2197,evil,0,
human,13,13,14,20,224,91,307,neutral,0,143.0
human,16,12,14,15,196,92,287,neutral,0,131.0
lizard,24,17,5,11,207,102,689,evil,0,
halfling,12,9,17,16,127,117,180,good,0,
wingedrat,13,13,11,13,152,179,871,evil,1,
lizard,22,19,-5,15,214,134,808,evil,0,
lizard,19,14,6,12,194,135,843,evil,0,
wingedrat,11,11,19,16,162,180,955,evil,1,
wingedrat,9,14,13,9,174,224,1043,evil,1,
wingedrat,17,14,15,14,150,223,1030,evil,1,
orc,22,20,7,13,324,324,2103,evil,0,
human,14,13,13,21,196,107,304,neutral,0,144.0
lizard,20,15,-2,13,223,139,858,evil,0,
orc,18,13,7,8,337,315,2096,evil,0,
halfling,15,5,12,11,116,114,172,good,0,
human,11,9,11,25,214,114,336,neutral,0,159.0
orc,23,22,12,10,310,291,1980,evil,0,
orc,21,22,8,9,305,336,2114,evil,0,
lizard,15,12,-2,11,220,153,913,evil,0,
halfling,10,11,11,13,138,121,190,good,0,
orc,20,21,11,12,349,314,2217,evil,0,
lizard,14,19,-4,13,207,126,786,evil,0,
wingedrat,7,15,9,18,156,168,867,evil,1,
lizard,18,14,5,16,206,127,772,evil,0,
human,11,13,12,21,208,94,302,neutral,0,145.0
human,13,15,15,18,232,113,344,neutral,0,138.0
wingedrat,15,16,18,11,141,229,1072,evil,1,
lizard,16,12,6,14,201,100,748,evil,0,
lizard,18,19,4,17,223,119,798,evil,0,
orc,18,20,10,13,332,361,2304,evil,0,
lizard,17,20,-2,14,214,140,883,evil,0,
orc,21,15,12,9,324,299,2049,evil,0,
lizard,20,18,3,13,220,126,860,evil,0,
wingedrat,15,15,18,11,174,235,1142,evil,1,
lizard,18,8,6,12,233,135,845,evil,0,
lizard,19,15,1,7,228,129,850,evil,0,
wingedrat,11,12,14,15,156,200,931,evil,1,
human,14,11,11,26,224,116,345,neutral,0,158.0
halfling,6,9,12,17,127,114,177,good,0,
orc,22,14,15,6,335,345,2430,evil,0,
wingedrat,19,12,5,16,166,186,916,evil,1,
human,13,9,17,23,226,101,318,neutral,0,148.0
halfling,16,11,15,20,126,117,180,good,0,
lizard,19,15,-1,11,240,145,910,evil,0,
orc,20,23,9,9,329,341,2286,evil,0,
human,11,11,11,18,229,110,331,neutral,0,138.0
lizard,19,17,-5,14,228,154,903,evil,0,
human,12,14,16,13,222,97,308,neutral,0,130.0
halfling,10,6,15,18,139,72,141,good,0,
human,8,10,15,23,219,99,305,neutral,0,157.0
halfling,14,6,12,13,152,109,185,good,0,
human,16,10,16,23,213,114,326,neutral,0,147.0
halfling,10,14,12,13,133,100,166,good,0,
wingedrat,18,14,14,16,175,218,1112,evil,1,
halfling,13,11,14,18,117,112,170,good,0,
wingedrat,12,19,18,13,170,222,1091,evil,1,
human,12,13,15,20,206,100,286,neutral,0,144.0
wingedrat,14,18,16,15,182,220,1079,evil,1,
orc,15,17,12,14,332,322,2196,evil,0,
halfling,16,8,12,11,118,104,163,good,0,
wingedrat,16,12,13,7,159,175,877,evil,1,
halfling,11,8,10,13,138,100,169,good,0,
wingedrat,18,18,12,12,154,206,1035,evil,1,
wingedrat,7,12,9,17,143,201,929,evil,1,
halfling,17,7,14,14,121,116,176,good,0,
halfling,12,7,9,20,114,97,154,good,0,
human,9,7,14,22,216,118,348,neutral,0,153.0
wingedrat,16,14,18,10,166,230,1110,evil,1,
wingedrat,15,15,14,12,147,197,941,evil,1,
wingedrat,10,15,20,9,141,196,933,evil,1,
lizard,17,14,3,9,217,144,831,evil,0,
human,15,10,8,18,243,112,355,neutral,0,137.0
lizard,21,13,0,10,215,113,766,evil,0,
human,18,13,10,22,223,96,319,neutral,0,143.0
lizard,17,17,0,12,223,142,858,evil,0,
orc,24,17,3,13,311,316,2062,evil,0,
halfling,12,9,10,14,147,117,190,good,0,
halfling,9,10,14,13,141,96,166,good,0,
halfling,11,6,13,17,135,106,173,good,0,
wingedrat,14,15,19,11,159,197,974,evil,1,
lizard,20,15,2,16,217,110,735,evil,0,
lizard,14,16,-2,8,222,131,830,evil,0,
orc,24,20,10,12,330,343,2284,evil,0,
halfling,14,11,8,12,131,94,159,good,0,
wingedrat,10,10,19,13,155,216,999,evil,1,
halfling,15,12,11,18,117,117,175,good,0,
human,16,12,17,22,217,109,338,neutral,0,146.0
lizard,19,12,-2,12,232,127,819,evil,0,
halfling,9,10,14,9,115,123,180,good,0,
halfling,15,11,12,14,131,84,149,good,0,
halfling,12,10,11,14,121,114,174,good,0,
wingedrat,18,16,20,8,173,213,1090,evil,1,
human,10,10,14,19,229,109,339,neutral,0,142.0
orc,21,15,8,8,326,321,2167,evil,0,
lizard,16,7,7,16,218,132,871,evil,0,
wingedrat,15,19,11,13,168,224,1069,evil,1,
wingedrat,14,15,16,11,181,217,1088,evil,1,
halfling,9,12,15,15,135,100,167,good,0,
halfling,15,7,9,14,121,117,177,good,0,
halfling,12,15,13,18,110,124,179,good,0,
orc,25,19,12,9,346,351,2244,evil,0,
human,11,12,9,26,212,116,337,neutral,0,158.0
lizard,11,12,6,12,228,113,787,evil,0,
wingedrat,15,12,17,15,138,180,881,evil,1,
orc,23,20,10,10,303,342,2250,evil,0,
halfling,9,12,14,14,113,110,166,good,0,
orc,19,17,15,11,332,325,2256,evil,0,
wingedrat,16,19,15,11,150,230,1032,evil,1,
lizard,16,16,0,15,216,154,898,evil,0,
halfling,15,8,14,10,107,129,182,good,0,
human,17,14,13,22,217,104,308,neutral,0,149.0
halfling,6,8,16,15,129,117,181,good,0,
human,13,13,15,25,205,103,305,neutral,0,154.0
halfling,16,4,10,14,114,136,193,good,0,
halfling,12,14,14,12,144,139,211,good,0,
human,11,8,10,19,210,108,323,neutral,0,144.0
lizard,14,12,3,14,226,121,804,evil,0,
human,12,11,14,16,228,103,324,neutral,0,135.0
orc,19,25,15,15,343,321,2259,evil,0,
halfling,13,14,9,14,126,89,152,good,0,
halfling,16,11,14,15,118,85,144,good,0,
wingedrat,11,14,12,13,147,198,957,evil,1,
lizard,19,18,-2,10,219,154,959,evil,0,
lizard,18,19,-1,16,225,100,726,evil,0,
halfling,9,7,10,11,142,131,202,good,0,
halfling,13,10,13,7,127,95,158,good,0,
human,14,9,14,20,242,110,341,neutral,0,142.0
orc,16,22,14,15,345,352,2417,evil,0,
orc,18,14,8,12,303,365,2343,evil,0,
human,13,10,16,13,245,95,330,neutral,0,126.0
human,16,18,12,20,248,108,346,neutral,0,140.0
human,14,12,6,13,209,101,315,neutral,0,131.0
wingedrat,18,17,14,14,152,204,957,evil,1,
orc,21,21,11,9,319,317,2163,evil,0,
human,12,8,14,23,222,111,347,neutral,0,151.0
wingedrat,14,15,13,13,159,195,942,evil,1,
wingedrat,13,10,14,16,155,198,978,evil,1,
lizard,21,14,3,12,238,116,855,evil,0,
orc,20,20,13,7,349,328,2236,evil,0,
lizard,14,16,7,16,234,143,925,evil,0,
wingedrat,15,13,15,9,166,197,990,evil,1,
orc,16,26,8,10,366,342,2347,evil,0,
orc,20,23,15,11,327,305,2066,evil,0,
human,10,16,14,20,245,93,331,neutral,0,147.0
orc,22,17,8,7,328,331,2250,evil,0,
halfling,14,11,7,15,130,107,172,good,0,
human,14,16,8,22,232,100,339,neutral,0,152.0
human,13,17,16,22,226,102,318,neutral,0,152.0
orc,14,18,9,13,336,333,2308,evil,0,
lizard,18,9,-5,15,212,135,819,evil,0,
human,9,15,12,22,238,104,342,neutral,0,154.0
orc,15,21,10,10,348,315,2233,evil,0,
halfling,10,6,12,17,116,117,175,good,0,
wingedrat,14,13,11,12,137,190,884,evil,1,
wingedrat,15,10,17,14,159,170,861,evil,1,
wingedrat,13,17,13,11,148,217,1021,evil,1,
human,8,9,13,23,215,107,338,neutral,0,155.0
human,11,12,11,24,222,101,313,neutral,0,156.0
orc,20,20,13,7,366,322,2315,evil,0,
wingedrat,21,13,8,13,165,208,1049,evil,1,
lizard,19,19,0,14,222,140,887,evil,0,
halfling,14,5,8,17,138,99,168,good,0,
orc,22,25,8,6,349,345,2230,evil,0,
wingedrat,19,10,9,14,166,197,942,evil,1,
lizard,15,17,-3,12,220,129,846,evil,0,
orc,16,16,13,2,329,324,2218,evil,0,
wingedrat,11,11,9,8,145,204,983,evil,1,
halfling,8,11,13,18,130,115,180,good,0,
human,11,8,10,21,210,109,322,neutral,0,144.0
human,11,12,14,19,230,98,325,neutral,0,142.0
wingedrat,11,14,10,6,164,218,1075,evil,1,
lizard,17,18,3,14,227,108,793,evil,0,
lizard,21,13,6,15,216,132,857,evil,0,
wingedrat,13,17,18,10,162,169,893,evil,1,
human,12,14,13,23,203,106,308,neutral,0,155.0
human,9,13,15,13,210,97,286,neutral,0,132.0
lizard,19,14,9,10,219,110,777,evil,0,
wingedrat,9,19,15,14,166,185,972,evil,1,
human,7,12,17,16,201,95,288,neutral,0,142.0
orc,23,16,12,11,341,301,2133,evil,0,
halfling,14,5,9,18,143,105,176,good,0,
halfling,14,7,13,16,138,106,175,good,0,
wingedrat,10,13,20,18,157,192,927,evil,1,
wingedrat,11,18,16,11,149,204,969,evil,1,
human,11,13,12,18,239,101,330,neutral,0,142.0
orc,24,16,11,6,297,349,2233,evil,0,
wingedrat,15,17,16,14,132,190,917,evil,1,
wingedrat,16,13,10,16,175,207,1031,evil,1,
wingedrat,19,12,13,9,157,151,774,evil,1,
lizard,9,21,0,10,208,116,797,evil,0,
human,17,9,11,19,205,104,309,neutral,0,138.0
lizard,20,18,3,17,224,155,955,evil,0,
wingedrat,19,16,16,15,159,180,917,evil,1,
lizard,21,20,2,13,229,124,840,evil,0,
orc,20,27,11,15,312,344,2294,evil,0,
wingedrat,16,15,13,11,152,204,1008,evil,1,
halfling,15,6,10,15,119,86,145,good,0,
wingedrat,11,14,13,18,157,200,967,evil,1,
halfling,13,9,9,13,146,109,182,good,0,
halfling,13,11,17,14,130,107,172,good,0,
orc,17,22,10,5,343,344,2340,evil,0,
human,12,15,10,21,218,114,335,neutral,0,147.0
orc,21,18,8,12,343,330,2313,evil,0,
halfling,9,14,17,17,136,121,189,good,0,
wingedrat,18,17,16,8,139,224,1055,evil,1,
wingedrat,12,18,12,12,167,216,1060,evil,1,
halfling,11,14,13,14,140,113,183,good,0,
human,5,12,16,20,213,117,333,neutral,0,149.0
human,12,16,15,14,210,112,320,neutral,0,133.0
human,13,14,9,17,237,98,320,neutral,0,136.0
human,14,9,11,25,229,94,313,neutral,0,156.0
wingedrat,13,18,18,11,153,168,877,evil,1,
orc,16,22,9,8,322,314,2068,evil,0,
human,11,13,17,22,235,104,324,neutral,0,150.0
human,9,13,18,13,217,93,312,neutral,0,131.0
halfling,12,11,14,14,115,91,148,good,0,
halfling,8,14,4,16,100,112,162,good,0,
orc,21,15,8,8,356,326,2216,evil,0,
orc,13,18,12,4,303,292,1960,evil,0,
lizard,16,16,2,11,218,152,915,evil,0,
orc,24,16,8,10,356,314,2263,evil,0,
orc,20,15,2,4,348,354,2534,evil,0,
human,4,15,14,21,231,100,315,neutral,0,154.0
lizard,17,16,8,16,217,110,786,evil,0,
lizard,15,16,-1,17,218,124,821,evil,0,
halfling,11,10,5,14,154,97,174,good,0,
orc,23,17,8,9,354,350,2386,evil,0,
lizard,22,17,7,8,212,140,873,evil,0,
human,9,10,14,25,221,95,306,neutral,0,160.0
wingedrat,10,20,16,13,176,224,1099,evil,1,
halfling,10,16,13,19,137,78,146,good,0,
halfling,14,4,9,9,112,98,154,good,0,
wingedrat,18,12,20,16,150,218,1093,evil,1,
orc,23,17,9,13,389,340,2363,evil,0,
wingedrat,11,17,13,13,157,218,1044,evil,1,
halfling,14,13,8,19,111,116,171,good,0,
orc,23,18,9,7,358,340,2331,evil,0,
lizard,19,11,-1,6,206,168,938,evil,0,
human,11,17,14,24,222,109,328,neutral,0,154.0
halfling,8,9,16,15,119,107,166,good,0,
orc,18,17,7,14,350,339,2288,evil,0,
lizard,14,15,2,10,217,117,809,evil,0,
