race,stench,sound,heat,intelligence,height,weight,strength,alignment,flight,bribe
orc,54,31,8,8,327,298,2074,evil,0,
human,15,12,13,30,245,102,342,neutral,0,139.0
halfling,17,11,15,15,145,86,158,good,0,
halfling,15,5,12,21,125,124,186,good,0,
wingedrat,30,15,26,7,168,211,1048,evil,1,
lizard,26,23,-23,13,215,136,884,evil,0,
orc,51,18,5,8,328,304,2062,evil,0,
lizard,15,18,-21,20,203,103,708,neutral,0,
orc,37,26,10,9,331,297,2005,evil,0,
human,16,10,14,31,212,80,268,neutral,0,141.0
orc,55,25,13,9,303,310,2002,evil,0,
halfling,20,9,7,19,121,111,171,good,0,
lizard,18,22,-14,24,229,134,852,neutral,0,
human,15,10,11,36,227,93,310,neutral,0,147.0
halfling,14,12,9,27,125,134,196,good,0,
orc,43,21,11,11,340,313,2223,evil,0,
halfling,13,12,11,21,111,87,142,good,0,
orc,43,29,8,7,329,340,2316,evil,0,
wingedrat,24,18,29,14,145,238,1097,evil,1,
wingedrat,20,12,18,16,151,233,1051,evil,1,
lizard,24,25,-22,26,215,129,806,neutral,0,
human,11,16,12,34,236,110,344,neutral,0,148.0
wingedrat,27,14,23,11,150,211,1027,evil,1,
orc,41,31,9,9,296,337,2215,evil,0,
orc,38,24,14,6,361,336,2418,evil,0,
lizard,18,22,-19,23,199,117,788,neutral,0,
orc,50,30,10,15,306,337,2172,evil,0,
wingedrat,35,18,13,11,155,212,1049,evil,1,
human,14,10,16,27,221,93,308,neutral,0,138.0
lizard,18,17,-20,21,225,145,871,neutral,0,
halfling,10,5,11,26,125,93,155,good,0,
halfling,14,9,11,24,118,131,190,good,0,
halfling,9,12,13,18,138,88,157,good,0,
orc,45,30,13,11,338,317,2168,evil,0,
wingedrat,21,10,27,15,166,203,1038,evil,1,
wingedrat,21,17,23,11,176,215,1081,evil,1,
human,6,17,8,31,211,112,335,neutral,0,147.0
halfling,15,11,10,23,122,96,157,good,0,
wingedrat,19,18,23,10,171,234,1165,evil,1,
lizard,25,23,-16,22,217,138,875,evil,0,
wingedrat,24,9,16,17,170,239,1110,evil,1,
orc,41,27,9,12,351,295,2079,evil,0,
human,11,16,11,36,208,95,296,neutral,0,152.0
wingedrat,31,17,19,11,157,176,925,evil,1,
wingedrat,22,15,24,15,159,182,938,evil,1,
orc,33,28,10,12,324,313,2146,evil,0,
wingedrat,28,17,24,11,147,185,940,evil,1,
halfling,10,11,10,28,121,86,146,good,0,
lizard,19,24,-14,27,215,111,754,neutral,0,
human,14,10,9,28,242,110,334,neutral,0,136.0
halfling,20,10,14,28,137,91,159,good,0,
halfling,16,16,16,22,118,96,155,good,0,
halfling,13,8,16,23,136,114,182,good,0,
lizard,23,18,-19,22,233,115,743,evil,0,
orc,39,30,12,7,346,330,2306,evil,0,
halfling,12,10,15,19,125,79,141,good,0,
orc,24,29,6,13,340,291,2014,evil,0,
lizard,27,17,-19,21,207,139,854,evil,0,
orc,48,29,9,2,316,326,2172,evil,0,
halfling,17,15,10,29,135,102,169,good,0,
human,7,13,13,20,223,103,318,neutral,0,131.0
lizard,24,25,-23,17,211,132,818,evil,0,
wingedrat,25,12,20,13,168,213,1020,evil,1,
lizard,19,19,-21,10,208,136,821,evil,0,
orc,38,27,8,6,352,365,2328,evil,0,
lizard,25,15,-17,24,221,139,872,evil,0,
halfling,12,14,11,23,136,132,200,good,0,
lizard,19,16,-18,19,209,127,788,neutral,0,
orc,39,20,5,9,341,324,2262,evil,0,
halfling,12,15,15,18,124,117,179,good,0,
human,13,15,16,32,228,97,312,neutral,0,143.0
human,15,16,17,22,221,113,330,neutral,0,133.0
halfling,14,9,13,17,117,76,134,good,0,
halfling,14,13,14,23,125,107,169,good,0,
human,15,16,7,36,226,93,311,neutral,0,151.0
halfling,18,12,12,27,139,82,151,good,0,
halfling,13,8,12,23,112,99,155,good,0,
wingedrat,37,17,34,13,163,241,1108,evil,1,
lizard,28,17,-17,23,228,113,784,evil,0,
wingedrat,13,14,23,14,151,210,960,neutral,1,
orc,52,21,11,9,348,320,2275,evil,0,
wingedrat,21,19,20,12,165,175,805,evil,1,
wingedrat,26,19,22,12,136,182,895,evil,1,
lizard,24,21,-17,24,223,126,825,neutral,0,
halfling,16,14,13,19,128,115,179,good,0,
wingedrat,26,13,26,13,161,190,981,evil,1,
halfling,19,10,11,25,117,112,170,good,0,
wingedrat,26,12,22,8,152,197,940,evil,1,
lizard,22,19,-23,17,231,108,800,evil,0,
lizard,25,22,-19,24,236,157,989,evil,0,
halfling,18,7,14,21,119,102,161,good,0,
human,14,14,8,41,233,102,316,neutral,0,156.0
halfling,16,12,13,23,138,72,141,good,0,
human,18,10,11,32,234,105,332,neutral,0,142.0
halfling,19,12,12,25,126,110,173,good,0,
orc,61,32,11,8,337,297,2022,evil,0,
human,13,12,11,44,252,102,345,neutral,0,158.0
lizard,26,19,-18,20,218,126,867,evil,0,
human,12,7,15,31,211,113,327,neutral,0,145.0
orc,30,24,8,10,330,339,2253,evil,0,
orc,44,22,7,7,341,324,2181,evil,0,
lizard,26,21,-11,25,202,131,793,evil,0,
orc,45,25,13,14,366,323,2234,evil,0,
orc,52,23,6,5,323,303,2024,evil,0,
halfling,14,4,8,32,127,109,172,good,0,
human,14,13,15,28,210,98,316,neutral,0,139.0
halfling,11,10,16,24,138,109,178,good,0,
orc,59,18,8,9,325,321,2103,evil,0,
halfling,19,11,17,21,139,95,164,good,0,
orc,39,22,7,12,330,318,2105,evil,0,
orc,35,30,12,11,361,352,2493,evil,0,
orc,43,23,10,8,335,334,2303,evil,0,
human,10,9,4,37,214,102,325,neutral,0,156.0
wingedrat,25,17,22,14,150,236,1139,evil,1,
orc,60,27,10,6,339,349,2267,evil,0,
halfling,12,12,6,25,145,79,151,good,0,
orc,55,29,12,10,336,322,2181,evil,0,
lizard,23,17,-22,24,219,130,855,neutral,0,
wingedrat,22,22,23,11,145,201,961,evil,1,
wingedrat,30,17,17,6,150,203,919,evil,1,
orc,51,23,11,12,351,307,2100,evil,0,
human,13,11,9,40,216,110,328,neutral,0,158.0
orc,51,21,7,12,363,272,2066,evil,0,
halfling,12,6,7,28,127,109,172,good,0,
human,7,14,9,31,203,110,319,neutral,0,147.0
wingedrat,30,21,26,13,159,225,1057,evil,1,
wingedrat,18,14,23,12,178,194,1006,evil,1,
orc,32,29,11,7,320,354,2276,evil,0,
wingedrat,27,11,16,14,161,235,1101,evil,1,
lizard,18,18,-17,23,228,126,843,neutral,0,
lizard,25,20,-12,29,224,114,790,neutral,0,
lizard,23,25,-25,21,225,122,816,evil,0,
human,6,14,13,31,216,119,338,neutral,0,145.0
orc,35,23,13,8,323,290,2023,evil,0,
lizard,22,15,-25,25,212,133,814,neutral,0,
wingedrat,25,14,23,12,160,175,887,evil,1,
halfling,11,13,11,20,109,93,147,good,0,
orc,47,27,6,10,340,316,2151,evil,0,
halfling,15,7,11,21,115,86,143,good,0,
halfling,18,11,15,15,101,124,174,good,0,
wingedrat,24,15,28,4,147,204,990,evil,1,
wingedrat,26,15,25,6,171,206,1007,evil,1,
halfling,16,11,14,26,115,86,143,good,0,
orc,41,29,7,12,315,317,2109,evil,0,
wingedrat,30,15,29,13,161,177,914,evil,1,
human,11,11,14,33,207,107,318,neutral,0,150.0
orc,37,26,4,5,342,319,2224,evil,0,
human,10,15,17,32,217,117,338,neutral,0,150.0
lizard,26,27,-21,28,198,129,767,neutral,0,
lizard,19,25,-17,23,226,122,803,neutral,0,
wingedrat,32,12,19,12,178,228,1123,evil,1,
lizard,22,12,-20,27,215,137,873,neutral,0,
lizard,23,16,-17,19,217,146,876,evil,0,
human,13,12,15,33,240,108,349,neutral,0,147.0
orc,48,26,10,12,347,369,2391,evil,0,
orc,46,30,5,9,324,322,2183,evil,0,
orc,47,22,11,12,316,304,2113,evil,0,
wingedrat,34,14,22,10,151,164,872,evil,1,
human,12,13,11,34,227,104,331,neutral,0,146.0
orc,59,26,9,12,329,330,2246,evil,0,
orc,57,22,10,10,319,311,2017,evil,0,
orc,38,34,6,7,372,331,2307,evil,0,
orc,34,24,11,8,332,322,2281,evil,0,
lizard,17,16,-22,30,233,113,789,neutral,0,
halfling,16,14,9,29,135,139,206,good,0,
lizard,23,26,-13,25,211,108,739,neutral,0,
wingedrat,18,14,26,6,167,210,999,evil,1,
orc,55,26,10,5,330,343,2268,evil,0,
lizard,19,25,-11,16,225,134,862,evil,0,
wingedrat,29,8,18,12,157,198,982,evil,1,
wingedrat,30,19,21,14,168,198,994,evil,1,
human,9,10,13,39,210,110,321,neutral,0,157.0
halfling,11,9,12,21,128,118,182,good,0,
human,11,9,13,40,232,85,300,neutral,0,157.0
orc,36,26,6,4,326,330,2284,evil,0,
orc,38,31,7,6,363,349,2431,evil,0,
human,12,15,10,29,224,103,314,neutral,0,144.0
halfling,10,9,11,22,142,97,168,good,0,
lizard,21,20,-15,20,213,126,840,evil,0,
human,12,11,14,30,220,97,308,neutral,0,142.0
orc,51,23,11,5,316,329,2269,evil,0,
halfling,16,10,12,31,140,87,157,good,0,
halfling,18,11,14,23,125,94,156,good,0,
orc,56,32,7,14,313,320,2149,evil,0,
human,8,14,13,37,213,104,312,neutral,0,152.0
wingedrat,29,15,22,14,159,214,1073,evil,1,
lizard,28,24,-16,20,220,133,810,evil,0,
wingedrat,22,19,22,11,166,234,1061,evil,1,
lizard,19,22,-18,26,228,125,853,neutral,0,
wingedrat,29,12,23,12,153,194,936,evil,1,
wingedrat,30,15,18,15,171,222,1072,evil,1,
orc,56,30,10,3,343,302,2065,evil,0,
human,12,11,14,38,245,98,326,neutral,0,154.0
lizard,23,21,-28,22,220,121,760,evil,0,
wingedrat,22,15,26,14,163,212,1024,evil,1,
human,14,11,14,24,204,107,314,neutral,0,133.0
human,14,14,12,31,201,102,307,neutral,0,146.0
lizard,19,16,-24,30,200,151,866,neutral,0,
human,14,7,14,29,230,101,320,neutral,0,141.0
human,11,17,7,33,219,98,311,neutral,0,147.0
human,9,8,13,32,218,92,303,neutral,0,146.0
lizard,23,21,-23,22,232,119,832,evil,0,
orc,53,19,10,5,375,358,2532,evil,0,
human,9,13,12,39,217,106,337,neutral,0,152.0
orc,47,29,11,6,335,301,2064,evil,0,
human,10,9,9,39,224,107,330,neutral,0,151.0
halfling,16,7,17,20,120,95,155,good,0,
wingedrat,26,16,24,8,136,201,937,evil,1,
orc,23,24,8,10,343,311,2316,evil,0,
human,11,11,13,29,250,90,308,neutral,0,141.0
orc,52,24,11,7,335,310,1999,evil,0,
lizard,21,16,-21,28,235,118,808,neutral,0,
orc,42,28,6,8,369,338,2341,evil,0,
halfling,16,9,14,20,124,115,230,good,0,
halfling,10,5,15,24,132,109,175,good,0,
halfling,14,11,9,18,133,84,150,good,0,
wingedrat,28,16,22,13,151,204,1032,evil,1,
lizard,24,21,-16,24,206,118,791,neutral,0,
orc,43,31,12,5,319,339,2272,evil,0,
orc,46,23,11,10,333,359,2376,evil,0,
orc,50,34,7,7,372,315,2214,evil,0,
wingedrat,19,17,27,9,173,219,1071,evil,1,
halfling,13,6,8,26,116,114,172,good,0,
wingedrat,26,12,29,16,169,230,1103,evil,1,
halfling,13,17,6,27,137,92,160,good,0,
human,8,10,17,35,216,101,307,neutral,0,148.0
lizard,24,17,-17,24,230,150,916,neutral,0,
halfling,17,3,10,27,134,88,155,good,0,
halfling,14,9,16,19,131,97,162,good,0,
lizard,18,18,-8,22,201,119,771,neutral,0,
wingedrat,28,7,22,5,188,217,1120,evil,1,
human,13,12,6,36,198,95,285,neutral,0,147.0
wingedrat,26,14,23,14,162,219,1122,evil,1,
orc,50,26,11,10,342,321,2198,evil,0,
wingedrat,26,19,22,11,139,242,1076,evil,1,
wingedrat,29,10,22,12,159,198,959,evil,1,
wingedrat,26,13,23,17,146,210,976,evil,1,
lizard,22,15,-11,30,203,128,818,neutral,0,
orc,45,24,9,7,326,292,1912,evil,0,
halfling,14,11,14,21,136,115,183,good,0,
halfling,14,9,13,17,133,93,159,good,0,
orc,54,26,2,2,314,317,2135,evil,0,
orc,44,28,13,5,326,320,2079,evil,0,
orc,40,16,9,12,325,350,2263,evil,0,
lizard,18,19,-21,21,222,155,948,neutral,0,
halfling,18,7,14,22,127,101,164,good,0,
lizard,24,22,-20,20,237,136,877,evil,0,
wingedrat,27,19,25,13,163,201,964,evil,1,
orc,38,28,7,9,296,355,2270,evil,0,
orc,56,19,4,10,328,331,2117,evil,0,
human,13,13,11,33,231,91,303,neutral,0,147.0
wingedrat,28,13,25,13,157,185,895,evil,1,
orc,32,23,10,14,288,346,2270,evil,0,
halfling,18,12,12,31,117,91,149,good,0,
halfling,12,9,15,29,133,81,147,good,0,
orc,43,25,11,0,311,340,2191,evil,0,
human,11,8,14,39,195,104,313,neutral,0,159.0
lizard,19,24,-17,26,227,117,800,neutral,0,
lizard,25,21,-18,20,212,117,735,evil,0,
lizard,18,17,-13,15,210,137,879,evil,0,
wingedrat,25,10,28,9,153,224,1032,evil,1,
orc,47,19,6,10,354,310,2084,evil,0,
wingedrat,20,12,30,12,156,205,992,evil,1,
lizard,19,19,-11,22,232,118,798,neutral,0,
human,14,12,15,33,194,96,297,neutral,0,148.0
wingedrat,22,13,27,13,171,235,1072,evil,1,
lizard,28,18,-12,28,212,122,778,neutral,0,
halfling,17,13,12,22,144,74,146,good,0,
halfling,18,6,11,19,134,97,164,good,0,
wingedrat,32,7,24,15,143,211,1015,evil,1,
orc,52,29,10,10,316,363,2324,evil,0,
lizard,17,20,-14,21,210,130,821,neutral,0,
human,7,16,12,32,200,105,311,neutral,0,149.0
wingedrat,30,16,30,5,146,211,956,evil,1,
wingedrat,31,15,28,15,156,211,1053,evil,1,
wingedrat,26,17,18,15,175,202,980,evil,1,
human,18,15,12,19,239,113,338,evil,0,121.0
lizard,27,19,-23,32,226,121,830,neutral,0,
lizard,17,20,-26,22,219,117,738,neutral,0,
halfling,16,10,7,27,124,137,199,good,0,
wingedrat,31,14,13,15,150,206,934,evil,1,
orc,39,27,6,5,325,377,2454,evil,0,
lizard,26,19,-17,22,214,127,796,evil,0,
halfling,14,10,12,19,115,121,178,good,0,
lizard,21,20,-10,19,226,141,910,evil,0,
orc,55,26,14,8,300,331,2180,evil,0,
lizard,27,20,-17,30,220,146,892,neutral,0,
human,11,14,9,34,195,105,307,neutral,0,147.0
orc,58,25,11,12,322,293,2032,evil,0,
orc,46,29,10,10,336,305,2222,evil,0,
wingedrat,18,12,24,12,155,227,1083,evil,1,
halfling,15,10,15,24,121,121,181,good,0,
orc,38,28,15,14,333,322,2185,evil,0,
human,15,15,15,37,210,117,346,neutral,0,153.0
lizard,26,16,-13,24,231,131,856,evil,0,
orc,38,30,6,12,310,324,2170,evil,0,
halfling,14,14,14,20,123,92,153,good,0,
human,8,7,12,35,230,113,329,neutral,0,152.0
human,14,15,17,26,218,112,337,neutral,0,138.0
lizard,21,16,-21,25,217,122,749,neutral,0,
human,14,8,13,29,227,100,312,neutral,0,139.0
halfling,14,5,13,31,147,87,160,good,0,
orc,62,19,7,9,340,350,2327,evil,0,
halfling,10,2,12,24,137,79,147,good,0,
wingedrat,28,14,18,16,162,208,1041,evil,1,
halfling,21,12,8,30,130,127,192,good,0,
orc,36,25,13,9,324,361,2398,evil,0,
wingedrat,30,17,22,7,168,178,974,evil,1,
halfling,11,11,9,27,115,117,174,good,0,
wingedrat,28,9,24,16,153,177,875,evil,1,
orc,51,39,9,7,325,371,2481,evil,0,
lizard,19,18,-16,20,218,132,833,neutral,0,
orc,61,28,15,11,333,358,2319,evil,0,
halfling,16,10,15,21,130,113,178,good,0,
human,9,10,16,37,202,105,309,neutral,0,155.0
lizard,20,23,-19,22,210,104,764,neutral,0,
halfling,19,10,8,25,123,104,165,good,0,
orc,37,29,7,12,352,322,2233,evil,0,
orc,47,27,12,11,290,347,2225,evil,0,
lizard,20,21,-17,24,218,131,896,neutral,0,
wingedrat,25,19,15,17,162,192,945,evil,1,
halfling,13,7,7,21,148,110,184,good,0,
wingedrat,28,16,23,14,131,200,884,evil,1,
wingedrat,30,14,11,9,146,216,1006,evil,1,
wingedrat,17,17,24,6,173,231,1126,evil,1,
wingedrat,33,17,16,16,154,177,891,evil,1,
wingedrat,23,13,24,12,148,190,923,evil,1,
halfling,13,9,15,22,132,102,168,good,0,
human,12,11,12,36,212,106,313,neutral,0,154.0
orc,43,31,11,5,311,348,2270,evil,0,
orc,41,26,11,7,335,290,2078,evil,0,
orc,61,25,5,15,328,329,2311,evil,0,
lizard,25,20,-12,20,215,137,887,evil,0,
halfling,16,11,12,22,149,75,149,good,0,
halfling,8,8,13,20,119,91,150,good,0,
lizard,27,23,-17,27,220,135,861,neutral,0,
lizard,26,16,-20,24,219,106,743,evil,0,
lizard,19,18,-15,24,202,121,749,neutral,0,
halfling,15,13,14,33,127,126,189,good,0,
wingedrat,23,14,26,11,159,233,1065,evil,1,
wingedrat,25,18,28,15,147,216,1019,evil,1,
orc,60,23,11,10,350,318,2269,evil,0,
wingedrat,31,13,22,16,162,229,1078,evil,1,
lizard,26,18,-18,12,227,123,861,evil,0,
human,13,13,6,31,224,108,343,neutral,0,144.0
halfling,11,12,9,12,140,89,159,good,0,
lizard,17,17,-13,23,214,142,900,neutral,0,
orc,60,29,6,10,379,299,2238,evil,0,
wingedrat,34,15,26,9,170,204,1008,evil,1,
wingedrat,31,17,25,6,176,219,1071,evil,1,
human,12,12,16,32,216,109,320,neutral,0,143.0
halfling,18,11,10,20,139,101,170,good,0,
orc,47,28,11,4,317,289,2000,evil,0,
wingedrat,25,17,21,12,149,194,928,evil,1,
lizard,26,16,-16,25,232,136,850,evil,0,
human,15,10,9,32,220,94,306,neutral,0,145.0
wingedrat,25,7,20,12,162,191,1008,evil,1,
wingedrat,25,14,21,9,161,214,1017,evil,1,
wingedrat,28,12,29,18,144,204,977,evil,1,
lizard,18,20,-23,27,200,129,791,neutral,0,
human,16,9,12,28,243,98,335,neutral,0,137.0
lizard,24,15,-22,19,239,91,788,evil,0,
human,8,12,15,36,235,104,328,neutral,0,156.0
wingedrat,23,13,18,17,156,195,961,evil,1,
halfling,16,11,14,26,129,107,171,good,0,
human,14,9,12,39,206,100,309,neutral,0,155.0
wingedrat,29,12,11,8,158,205,942,evil,1,
lizard,25,18,-25,21,207,134,807,evil,0,
lizard,23,13,-21,25,230,115,852,neutral,0,
halfling,5,10,12,14,141,122,192,good,0,
orc,56,26,11,8,317,284,1951,evil,0,
wingedrat,30,14,21,15,157,177,948,evil,1,
lizard,18,16,-19,25,229,131,880,neutral,0,
halfling,14,9,10,14,146,83,156,good,0,
human,11,13,9,33,225,93,310,neutral,0,148.0
human,15,14,14,30,213,106,322,neutral,0,142.0
human,10,11,11,33,218,107,332,neutral,0,150.0
wingedrat,32,20,16,13,165,216,1104,evil,1,
wingedrat,28,16,27,11,161,192,971,evil,1,
wingedrat,27,15,25,14,154,187,937,evil,1,
lizard,24,21,-23,29,220,114,801,neutral,0,
halfling,15,11,15,29,112,101,157,good,0,
halfling,18,12,16,21,115,100,157,good,0,
wingedrat,29,18,21,10,156,230,1107,evil,1,
orc,43,23,7,5,314,346,2256,evil,0,
human,9,7,12,31,230,112,336,neutral,0,143.0
lizard,23,17,-16,19,221,124,848,evil,0,
halfling,18,12,11,23,145,123,195,good,0,
lizard,24,16,-16,23,200,115,716,evil,0,
wingedrat,26,18,27,13,147,218,1032,evil,1,
orc,35,26,12,14,330,314,2123,evil,0,
orc,43,26,14,5,331,299,2077,evil,0,
halfling,18,10,12,21,121,127,187,good,0,
orc,47,33,10,5,338,365,2285,evil,0,
wingedrat,25,17,18,17,156,201,944,evil,1,
human,17,17,9,36,224,108,328,neutral,0,154.0
human,8,7,18,35,199,109,317,neutral,0,146.0
wingedrat,23,18,18,10,185,243,1226,evil,1,
orc,39,29,13,6,305,334,2165,evil,0,
wingedrat,24,18,22,5,169,235,1077,evil,1,
lizard,21,17,-22,19,234,130,844,evil,0,
wingedrat,28,13,25,11,160,197,979,evil,1,
halfling,12,13,7,27,134,102,169,good,0,
wingedrat,20,15,16,15,139,217,953,evil,1,
wingedrat,34,15,29,12,151,249,1140,evil,1,
orc,43,29,5,10,330,298,2019,evil,0,
halfling,15,12,14,20,120,80,140,good,0,
wingedrat,33,20,19,14,163,230,1094,evil,1,
orc,46,27,5,9,306,350,2290,evil,0,
wingedrat,34,15,18,10,154,194,934,evil,1,
lizard,14,16,-15,13,210,124,800,evil,0,
wingedrat,32,15,21,13,159,179,877,evil,1,
human,16,9,9,32,230,103,332,neutral,0,143.0
halfling,21,8,9,18,101,111,161,good,0,
wingedrat,34,16,17,14,155,218,1052,evil,1,
wingedrat,28,15,26,16,147,208,1007,evil,1,
orc,38,24,5,10,358,311,2242,evil,0,
wingedrat,16,14,21,13,172,213,1048,evil,1,
orc,38,29,12,14,296,342,2181,evil,0,
orc,36,24,7,10,314,347,2293,evil,0,
human,11,14,8,31,200,112,322,neutral,0,145.0
human,16,14,8,29,219,89,295,neutral,0,140.0
wingedrat,23,16,21,10,156,222,1023,evil,1,
halfling,11,10,12,21,114,110,167,good,0,
human,17,13,4,34,221,107,321,neutral,0,146.0
lizard,25,21,-15,31,206,109,740,neutral,0,
lizard,24,20,-13,26,226,141,893,neutral,0,
halfling,13,11,15,24,115,117,174,good,0,
lizard,22,20,-11,21,227,138,868,evil,0,
orc,60,25,9,10,334,320,2188,evil,0,
wingedrat,28,17,21,6,162,237,1072,evil,1,
wingedrat,27,11,23,17,153,181,935,evil,1,
wingedrat,25,14,28,15,161,224,1069,evil,1,
halfling,14,3,9,19,109,112,166,good,0,
lizard,25,21,-12,22,227,144,894,evil,0,
wingedrat,17,13,27,15,167,174,909,evil,1,
orc,38,32,10,3,343,359,2399,evil,0,
wingedrat,25,20,19,8,154,220,1060,evil,1,
halfling,17,11,16,22,146,98,171,good,0,
lizard,26,24,-15,19,221,132,828,evil,0,
orc,44,25,6,10,358,320,2207,evil,0,
lizard,23,15,-30,28,226,122,834,neutral,0,
human,13,10,10,38,222,103,324,neutral,0,156.0
orc,43,29,10,12,332,316,2171,evil,0,
orc,41,25,16,11,339,321,2161,evil,0,
wingedrat,31,19,27,16,136,192,913,evil,1,
human,13,7,13,38,214,104,320,neutral,0,154.0
lizard,22,25,-9,35,231,140,930,neutral,0,
lizard,18,16,-15,23,223,137,837,neutral,0,
halfling,19,8,17,23,135,108,175,good,0,
lizard,20,25,-18,22,230,138,933,neutral,0,
lizard,26,20,-19,23,225,122,807,evil,0,
lizard,15,16,-16,27,229,126,826,neutral,0,
lizard,22,16,-13,20,204,155,901,evil,0,
halfling,14,11,17,24,135,105,172,good,0,
wingedrat,25,13,29,10,175,171,933,evil,1,
halfling,17,8,16,25,119,105,164,good,0,
lizard,24,22,-21,20,230,137,929,evil,0,
human,14,9,16,32,231,92,319,neutral,0,146.0
orc,31,23,14,6,360,357,2465,evil,0,
lizard,21,26,-16,27,212,127,818,neutral,0,
wingedrat,26,18,24,15,158,189,920,evil,1,
human,14,16,10,29,225,96,296,neutral,0,140.0
lizard,21,16,-14,26,224,117,827,neutral,0,
halfling,18,10,11,25,107,109,162,good,0,
wingedrat,26,17,23,16,156,182,920,evil,1,
human,9,10,9,34,234,111,328,neutral,0,150.0
orc,47,34,13,12,310,327,2195,evil,0,
human,17,18,16,33,231,109,327,neutral,0,146.0
human,11,9,14,32,213,98,307,neutral,0,149.0
halfling,16,7,11,23,123,95,156,good,0,
human,10,7,9,40,212,95,302,neutral,0,155.0
lizard,22,22,-27,21,236,108,797,evil,0,
wingedrat,25,16,24,14,175,202,1002,evil,1,
wingedrat,26,14,22,12,153,242,1139,evil,1,
lizard,21,21,-6,27,227,117,787,neutral,0,
human,12,16,12,27,215,98,313,neutral,0,141.0
halfling,10,9,14,26,111,130,185,good,0,
halfling,20,5,16,21,122,98,159,good,0,
lizard,21,26,-18,16,205,110,696,evil,0,
wingedrat,31,14,21,14,134,208,976,evil,1,
human,13,15,9,36,234,99,332,neutral,0,153.0
orc,50,23,14,4,340,343,2405,evil,0,
human,16,16,16,36,212,100,304,neutral,0,146.0
lizard,21,22,-10,18,230,139,878,evil,0,
halfling,13,11,14,25,151,120,195,good,0,
orc,42,32,13,7,360,344,2339,evil,0,
wingedrat,27,7,25,15,160,202,1016,evil,1,
human,16,15,13,36,201,109,308,neutral,0,155.0
human,12,13,18,23,244,101,339,neutral,0,131.0
wingedrat,25,14,19,14,167,225,1114,evil,1,
wingedrat,31,8,18,10,152,214,949,evil,1,
lizard,11,22,-21,24,219,133,868,neutral,0,
wingedrat,33,19,23,15,144,231,1057,evil,1,
halfling,19,9,9,25,109,86,140,good,0,
orc,57,24,7,14,382,345,2480,evil,0,
lizard,16,19,-18,24,223,138,869,neutral,0,
orc,39,22,9,7,329,342,2267,evil,0,
halfling,10,9,15,26,139,112,181,good,0,
lizard,26,12,-25,10,201,126,823,evil,0,
human,8,14,15,31,225,102,309,neutral,0,146.0
wingedrat,27,15,24,16,176,213,1051,evil,1,
human,13,15,12,21,221,97,319,neutral,0,133.0
halfling,13,13,14,21,136,74,142,good,0,
wingedrat,27,10,27,11,143,230,1064,evil,1,
orc,43,33,14,10,345,294,2110,evil,0,
orc,36,28,7,8,362,335,2313,evil,0,
orc,41,34,3,7,287,341,2183,evil,0,
wingedrat,21,16,22,8,163,185,954,evil,1,
wingedrat,23,16,20,17,162,198,975,evil,1,
halfling,16,9,12,24,126,85,148,good,0,
wingedrat,27,19,18,14,142,241,1076,evil,1,
halfling,16,12,11,20,134,105,172,good,0,
human,12,15,12,35,196,96,291,neutral,0,148.0
orc,58,22,10,7,358,343,2300,evil,0,
human,10,15,17,33,213,121,327,neutral,0,145.0
orc,41,25,12,8,345,303,2097,evil,0,
orc,39,24,12,11,307,301,2076,evil,0,
orc,51,24,10,11,337,322,2096,evil,0,
halfling,18,7,14,26,115,146,203,good,0,
wingedrat,30,16,22,13,163,199,976,evil,1,
halfling,15,8,14,16,114,121,178,good,0,
orc,33,26,15,9,343,300,2172,evil,0,
wingedrat,15,7,21,13,157,221,1049,evil,1,
wingedrat,27,19,23,11,179,209,1048,evil,1,
halfling,12,13,17,15,118,88,147,good,0,
halfling,16,11,13,20,111,106,161,good,0,
halfling,14,14,15,18,110,103,158,good,0,
orc,51,28,13,10,343,313,2232,evil,0,
halfling,17,6,13,23,122,134,195,good,0,
halfling,17,9,12,22,146,130,203,good,0,
wingedrat,24,13,25,14,148,199,948,evil,1,
wingedrat,25,19,23,8,143,187,894,evil,1,
orc,36,33,3,6,325,337,2181,evil,0,
lizard,24,26,-10,27,235,146,935,neutral,0,
human,17,17,15,28,206,96,302,neutral,0,141.0
orc,42,29,13,7,372,355,2410,evil,0,
lizard,27,24,-22,29,221,148,924,neutral,0,
lizard,24,20,-23,18,209,111,770,evil,0,
human,10,12,12,32,219,86,289,neutral,0,147.0
wingedrat,21,18,32,13,149,207,997,evil,1,
human,15,11,13,38,207,105,303,neutral,0,150.0
orc,51,28,12,11,320,320,2158,evil,0,
halfling,15,9,14,18,158,116,195,good,0,
lizard,20,24,-21,26,224,135,848,neutral,0,
orc,43,27,12,13,337,332,2232,evil,0,
human,12,11,17,23,228,113,342,neutral,0,131.0
human,13,9,15,31,222,106,337,neutral,0,142.0
wingedrat,31,12,25,7,166,189,948,evil,1,
wingedrat,17,15,23,11,166,223,1080,evil,1,
wingedrat,25,16,23,10,150,205,965,evil,1,
orc,49,24,5,0,339,330,2259,evil,0,
halfling,17,10,8,25,120,94,154,good,0,
wingedrat,22,12,21,6,171,177,935,evil,1,
orc,54,31,5,7,322,331,2179,evil,0,
orc,42,17,15,5,343,321,2098,evil,0,
halfling,17,11,12,22,131,134,199,good,0,
orc,29,26,11,12,363,289,2033,evil,0,
